prolific_id,n_hit,n_fa,n_miss,n_cr,dprime,beta,aprime,bppd,c
558fa9dffdf99b7ce2924662,4,0,12,16,1.260605743,4.89083814,0.8125,1,1.259207089
59402f40e9b44100013b1789,2,0,14,16,0.840378562,3.437641411,0.78125,1,1.469320679
594fa525f61b8e00016af178,9,5,7,11,0.605839041,1.098410465,0.702020202,0.06779661,0.154932411
59664cebaf78da0001a22b4a,9,1,7,15,1.49968935,2.466004872,0.855555556,0.615384615,0.601857565
5acb55010527ba0001c25592,7,2,9,14,0.901144288,1.714957421,0.767857143,0.384615385,0.598559254
5b06ebe96f73510001fdb40e,3,0,13,16,1.068717872,4.255763232,0.796875,1,1.355151024
5bc4784e85214800017d8c1a,8,1,8,15,1.35170224,2.493156237,0.835416667,0.620253165,0.67585112
5bca705b3d893f0001bf027d,7,2,9,14,0.901144288,1.714957421,0.767857143,0.384615385,0.598559254
5bd781291fd7c80001bb1fad,12,1,4,15,1.980606458,2.045800622,0.9125,0.523809524,0.361399011
5bed50471f9cac0001734381,8,0,8,16,1.88950996,5.960318654,0.875,1,0.94475498
5c04e3a04e1b7b00016ad9a3,8,1,8,15,1.35170224,2.493156237,0.835416667,0.620253165,0.67585112
5c1550c32b16ba0001c95536,9,1,7,15,1.49968935,2.466004872,0.855555556,0.615384615,0.601857565
5c2e15a5da51990001e446e0,2,0,14,16,0.840378562,3.437641411,0.78125,1,1.469320679
5c3f8bdf342ae0000111a3e1,5,2,11,14,0.591279467,1.561308341,0.703571429,0.325301205,0.753491664
5c4318404d76b1000173d466,10,4,6,12,0.928211128,1.165287624,0.775,0.111111111,0.164798654
5c549c6372fd9000018b5968,6,1,10,15,1.052395329,2.383946146,0.791666667,0.6,0.825504575
5c716c2a7019c80001f35d9c,10,0,6,16,2.188816871,5.699233156,0.90625,1,0.795101525
5c71b17c891e3200012477a2,4,0,12,16,1.260605743,4.89083814,0.8125,1,1.259207089
5c90f5eae2d9fb0011385c58,6,0,10,16,1.59020305,5.699233156,0.84375,1,1.094408435
5ccff7a28c978d00177c5a71,11,0,5,16,2.347361891,5.367218208,0.921875,1,0.715829015
5ce47ee4209b8a00166e39ca,1,0,15,16,0.53780772,2.390671939,0.765625,1,1.6206061
5d25fd6e062efa0001833f04,5,0,11,16,1.431658029,5.367218208,0.828125,1,1.173680946
5d678b1609288100014849e8,6,0,10,16,1.59020305,5.699233156,0.84375,1,1.094408435
5d6bc6e499cd42001855fdf1,5,0,11,16,1.431658029,5.367218208,0.828125,1,1.173680946
5d77bc0a4503c30001c724b8,5,0,11,16,1.431658029,5.367218208,0.828125,1,1.173680946
5d7a275ae1980f0018725396,10,2,6,14,1.348438308,1.657890534,0.842857143,0.363636364,0.374912244
5d891cd0a592de000185ca5b,1,0,15,16,0.53780772,2.390671939,0.765625,1,1.6206061
5db20e14aa1295000bd72015,3,0,13,16,1.068717872,4.255763232,0.796875,1,1.355151024
5def67a45c91a4000ef4739c,6,2,10,14,0.749824487,1.657890534,0.738095238,0.363636364,0.674219154
