prolific_id,n_hit,n_fa,n_miss,n_cr,dprime,beta,aprime,bppd,c
5e45ad5adb671e0952ec6b86,14,0,2,16,2.938641358,3.437641411,0.96875,1,0.420189281
5e4940cc4cc99d3ad7baa236,8,1,8,15,1.35170224,2.493156237,0.835416667,0.620253165,0.67585112
5e820827a0271f9119616fb8,9,2,7,14,1.197118508,1.714957421,0.819444444,0.384615385,0.450572144
5e8783b0fde5153fbd9dca43,14,2,2,14,2.098262796,1,0.928571429,0,0
5e9774d2837b810ebe32666e,15,1,1,15,2.70340448,1,0.966666667,0,0
5e99da3ea467ef04d870e7a9,14,5,2,11,1.506983329,0.640488476,0.86525974,-0.325301205,-0.295639733
5ea1965fc546e204bb568292,12,2,4,14,1.678035616,1.422730749,0.886904762,0.263157895,0.21011359
5ea35bb82788e52de5e56b85,13,0,3,16,2.710302049,4.255763232,0.953125,1,0.534358936
5ea5ce7be9fb245c8d7deded,13,1,3,15,2.172494328,1.780153589,0.930769231,0.444444444,0.265455076
5ea967689a2c7e0580282cca,14,0,2,16,2.938641358,3.437641411,0.96875,1,0.420189281
5eb28a3b9d99fc3dfffe4666,12,0,4,16,2.518414178,4.89083814,0.9375,1,0.630302871
5ebd3bbcecfc7d00085d0f9e,12,1,4,15,1.980606458,2.045800622,0.9125,0.523809524,0.361399011
5ec57530f348315719a6777f,13,3,3,13,1.641584177,1,0.884615385,0,0
5ecc7b15ce3f4185e01acd04,11,4,5,12,1.086756149,1.097402542,0.804924242,0.067961165,0.085526143
5ecd36c112aedc06518bd20a,11,6,5,10,0.757158841,0.941743926,0.738636364,-0.043478261,-0.07927251
5ed2c4fe85676325a891de20,13,0,3,16,2.710302049,4.255763232,0.953125,1,0.534358936
5ed896a6b9f9f63aa5a75bc7,11,1,5,15,1.809554171,2.245066804,0.893939394,0.571428571,0.446925154
5ede13094e77400127b0d8ac,11,0,5,16,2.347361891,5.367218208,0.921875,1,0.715829015
5eeb9d68ce7e763425ce2a8a,13,2,3,14,1.869923486,1.237989285,0.907967033,0.164179104,0.114169655
5ef4860d22eb1d04bbcd9586,9,4,7,12,0.776891327,1.205398437,0.743055556,0.135135135,0.240458554
5ef67612126bfa36576e1b03,15,5,1,11,1.809554171,0.445421044,0.893939394,-0.571428571,-0.446925154
5f011910f1a82a26078ed6dd,14,2,2,14,2.098262796,1,0.928571429,0,0
5f0214e58782120a8c970fd6,14,0,2,16,2.938641358,3.437641411,0.96875,1,0.420189281
5f338ba6ea047119dbd6e49e,16,0,0,16,3.779019921,1,1,1,3.33E-16
5f4155308b19382e4374df9f,13,0,3,16,2.710302049,4.255763232,0.953125,1,0.534358936
5f454ee36eaa951147ea3cb4,14,0,2,16,2.938641358,3.437641411,0.96875,0.391304348,0.420189281
5f4e7c5027d2a00631b19618,8,2,8,14,1.049131398,1.733839555,0.794642857,1,0.524565699
5f4ec827c4909710bd484f3d,15,0,1,16,3.2412122,2.390671939,0.984375,0.620253165,0.26890386
5f563f5b79ddd10221fc7452,8,1,8,15,1.35170224,2.493156237,0.835416667,1,0.67585112
5f578563765fec223eb51594,6,0,10,16,1.59020305,5.699233156,0.84375,1,1.094408435
5f5929c79792911399444356,8,0,8,16,1.88950996,5.960318654,0.875,0,0.94475498
5f5b5881b17fa72756b8ff2a,2,2,14,14,0,1,0.5,1,1.049131398
5f5c6c1652a92144dd9200ab,13,0,3,16,2.710302049,4.255763232,0.953125,-0.06779661,0.534358936
5f7f239e9b204e05b6c36538,11,7,5,9,0.605839041,0.910406475,0.702020202,0.007874016,-0.154932411
5f9fcdb126b31261ba2364d8,8,9,8,7,-0.14798711,1.011010264,0.440972222,-0.302325581,-0.073993555
5fa15b45d6bf96229b16ca26,14,1,2,15,2.400833638,1.437939416,0.948809524,1,0.151285421
5fa2778b2a444243cc61d9d8,16,16,0,0,0,1,NA,1,-1.88950996
5fcca076e2e6deaf9f1055d7,12,0,4,16,2.518414178,4.89083814,0.9375,0.164179104,0.630302871
600590fcb602617e4e62e8c8,12,0,4,16,2.518414178,4.89083814,0.9375,1,0.630302871
60087f89ba0c184c6d305af9,13,2,3,14,1.869923486,1.237989285,0.907967033,0.032258065,0.114169655
6010601cc932aa3661b459ec,14,0,2,16,2.938641358,3.437641411,0.96875,0.523809524,0.420189281
60113374795b0d000a98b896,8,10,8,6,-0.29930691,1.045810636,0.3875,-0.523809524,-0.149653455
601575a1d735b36214c75f67,0,0,16,16,0,1,NA,-0.103448276,1.88950996
601beff593007e61bdbdbdfc,12,1,4,15,1.980606458,2.045800622,0.9125,1,0.361399011
601dce9614595f204440da8f,12,1,4,15,1.980606458,2.045800622,0.9125,0.523809524,0.361399011
602d84ab3b8daf7e896ab146,13,4,3,12,1.449696306,0.870150087,0.860576923,0.444444444,-0.095943935
603235aece008c1eeab094fc,8,0,8,16,1.88950996,5.960318654,0.875,0.263157895,0.94475498
604078ce258745279c0a0fed,12,1,4,15,1.980606458,2.045800622,0.9125,-0.302325581,0.361399011
60407c013b795828d5280016,13,1,3,15,2.172494328,1.780153589,0.930769231,-1,0.265455076
604b528b95d6d998726f0bd9,12,2,4,14,1.678035616,1.422730749,0.886904762,1,0.21011359
60571cc4ed2b0367b3e273b8,15,2,1,14,2.400833638,0.695439591,0.948809524,0.302325581,-0.151285421
605b838b80f022835fc293fb,16,15,0,1,0.53780772,0.418292441,0.765625,1,-1.6206061
60725a51a6e4cf1831918847,2,0,14,16,0.840378562,3.437641411,0.78125,0.302325581,1.469320679
607477e95809f0c7fdc4d1f3,14,1,2,15,2.400833638,1.437939416,0.948809524,0.444444444,0.151285421
607583e0c86113a48cbdc1e2,8,0,8,16,1.88950996,5.960318654,0.875,1,0.94475498
6075f686075b047b4912896f,0,0,16,16,0,1,NA,0.103448276,1.88950996
60814ca10e453404aed130ea,14,1,2,15,2.400833638,1.437939416,0.948809524,-0.302325581,0.151285421
608930a9d426b23a7b53c710,13,1,3,15,2.172494328,1.780153589,0.930769231,0.103448276,0.265455076
6099331dd68e8681d2c562ca,10,0,6,16,2.188816871,5.699233156,0.90625,1,0.795101525
609ae18d591adde470e996cc,12,3,4,13,1.449696306,1.14922703,0.860576923,0.302325581,0.095943935
609d1db6e6624a23a8f99f0d,15,14,1,2,0.302570842,0.695439591,0.641666667,0.325301205,-1.200416819
60c1ea75ebea3c2153bb14fa,12,3,4,13,1.449696306,1.14922703,0.860576923,-1,0.095943935
60ca1c436511b9fc8ab35615,14,0,2,16,2.938641358,3.437641411,0.96875,1,0.420189281
60ccf2ea70e16324c450f531,11,2,5,14,1.506983329,1.561308341,0.86525974,-0.302325581,0.295639733
60d0913db036105dac42f0cc,16,1,0,15,3.2412122,0.418292441,0.984375,-0.06779661,-0.26890386
60dae077e62179eb469e32a4,15,0,1,16,3.2412122,2.390671939,0.984375,-0.391304348,0.26890386
60db74fcb5f4526ce90594a1,11,4,5,12,1.086756149,1.097402542,0.804924242,1,0.085526143
60e343a81a1fccbf93aa26e7,0,0,16,16,0,1,NA,0.363636364,1.88950996
60e9c7d6324bb82ccb1357e4,15,2,1,14,2.400833638,0.695439591,0.948809524,0.444444444,-0.151285421
60ed422f77c903379187954a,5,9,11,7,-0.605839041,0.910406475,0.297979798,-0.302325581,0.154932411
60ed8d47a42dc5469f868b2a,14,8,2,8,1.049131398,0.576754635,0.794642857,0.007874016,-0.524565699
60ef2e52a188d9859f92bb58,11,0,5,16,2.347361891,5.367218208,0.921875,0.325301205,0.715829015
60f447a41f39e3b469f68f1e,10,2,6,14,1.348438308,1.657890534,0.842857143,1,0.374912244
60f55467b3c1a738550ccd27,13,1,3,15,2.172494328,1.780153589,0.930769231,1,0.265455076
60f958dea810a7a0cf3d14d9,0,0,16,16,0,1,NA,0.363636364,1.88950996
60faab6f9d9a835ba3b8327f,14,1,2,15,2.400833638,1.437939416,0.948809524,1,0.151285421
60fbf828aa685c5d5fdc8dab,8,7,8,9,0.14798711,1.011010264,0.559027778,1,0.073993555
60fd6891508b1a5f090f6337,11,2,5,14,1.506983329,1.561308341,0.86525974,0.384615385,0.295639733
60ff9740c0716986284c41b3,13,0,3,16,2.710302049,4.255763232,0.953125,0.325301205,0.534358936
6102db96d41a4bf54acd678b,12,0,4,16,2.518414178,4.89083814,0.9375,0.164179104,0.630302871
610510ea2417b82e9a9b546c,10,2,6,14,1.348438308,1.657890534,0.842857143,0.135135135,0.374912244
61086c2bfda98ba5d75b9db4,12,0,4,16,2.518414178,4.89083814,0.9375,0.111111111,0.630302871
6109262ae67d0b1d5ae85544,11,0,5,16,2.347361891,5.367218208,0.921875,0.263157895,0.715829015
6109b425508d9c8b84947e28,7,2,9,14,0.901144288,1.714957421,0.767857143,1,0.598559254
6113e818f20ae6af8f92fc59,11,2,5,14,1.506983329,1.561308341,0.86525974,0,0.295639733
61155c65e2f4511fd06bab01,13,2,3,14,1.869923486,1.237989285,0.907967033,1,0.114169655
611cf79541223a8ee170a30f,7,4,9,12,0.480917108,1.205398437,0.669642857,-0.384615385,0.388445664
611d0249e8393016043b13c5,10,4,6,12,0.928211128,1.165287624,0.775,0.164179104,0.164798654
611d1134bcc4eda812acf219,12,2,4,14,1.678035616,1.422730749,0.886904762,1,0.21011359
611d3a09fcbb58f515c4bd0d,13,0,3,16,2.710302049,4.255763232,0.953125,0.170212766,0.534358936
611e662627fe84ce145a07cc,14,2,2,14,2.098262796,1,0.928571429,-0.06779661,0
611e69199102a9ea07155a4e,15,0,1,16,3.2412122,2.390671939,0.984375,-0.103448276,0.26890386
611e8fbfd3f7c080df933947,14,9,2,7,0.901144288,0.583104856,0.767857143,-0.212121212,-0.598559254
611ea1a15dbc12b56d64fd22,3,2,13,14,0.22833931,1.237989285,0.601190476,0,0.934961743
611f5fca1c852d6d56e5bf8d,9,0,7,16,2.03749707,5.895408648,0.890625,1,0.870761425
61216c57c465b4c0b056f277,0,0,16,16,0,1,NA,1,1.88950996
612364605c7b6d1e7ba7b4f3,5,3,11,13,0.362940157,1.261164664,0.638461538,-0.164179104,0.63932201
6124ce846b7b3c7bab41bbb5,11,9,5,7,0.309864821,0.910406475,0.616883117,0,-0.30291952
612501bc1d444bcf3be30902,13,4,3,12,1.449696306,0.870150087,0.860576923,0.164179104,-0.095943935
61274c5d48457b27bb106961,13,10,3,6,0.521485178,0.746725588,0.682692308,0,-0.560049499
6128b6f850d39bf85a29211e,14,2,2,14,2.098262796,1,0.928571429,0,0
6128bd8212d9c49351e1c453,12,0,4,16,2.518414178,4.89083814,0.9375,1,0.630302871
612a27c64944d23ec0408cd2,8,0,8,16,1.88950996,5.960318654,0.875,-0.142857143,0.94475498
612cb8236aa1cef2599e6f59,14,3,2,13,1.869923486,0.807761434,0.907967033,0.6,-0.114169655
612fd3da400557b971d45724,11,5,5,11,0.915703862,1,0.772727273,1,-5.55E-17
6130cabbaf487a833fd4aebd,13,2,3,14,1.869923486,1.237989285,0.907967033,0.571428571,0.114169655
6131da4d35598b1a6f36cb37,0,0,16,16,0,1,NA,0.620253165,1.88950996
61320a26c3013321c8d54600,7,7,9,9,0,1,0.5,1,0.14798711
613281db9a635b97959e1751,13,3,3,13,1.641584177,1,0.884615385,0,0
61350dca290dfe0321442542,13,0,3,16,2.710302049,4.255763232,0.953125,1,0.534358936
6137664fb23c5175515fa573,12,8,4,8,0.628904218,0.820566554,0.708333333,0.302325581,-0.314452109
6137b173cb7545edf5e05406,10,1,6,15,1.65100915,2.383946146,0.875,0.325301205,0.526197665
613a8ef5d9b1e9edad809487,12,0,4,16,2.518414178,4.89083814,0.9375,-0.170212766,0.630302871
61403ccaf15c48625b82ec6b,0,0,16,16,0,1,NA,-0.302325581,1.88950996
61419f660a2296e74b6817f5,11,1,5,15,1.809554171,2.245066804,0.893939394,0,0.446925154
6142589393c9f8b38086f20f,8,1,8,15,1.35170224,2.493156237,0.835416667,0.391304348,0.67585112
61436594450b2f391b63b5ce,14,0,2,16,2.938641358,3.437641411,0.96875,0.444444444,0.420189281
614b126d78333df3905cfce8,15,1,1,15,2.70340448,1,0.966666667,0.263157895,0
614df2dea090283ef5a09be2,9,0,7,16,2.03749707,5.895408648,0.890625,0.444444444,0.870761425
614dfeeecc516a80b2025a7d,14,1,2,15,2.400833638,1.437939416,0.948809524,0.523809524,0.151285421
6150b1ab531874be26425a70,13,5,3,11,1.278644019,0.792917871,0.835664336,0,-0.181470079
6151a560fca061c58676693e,15,2,1,14,2.400833638,0.695439591,0.948809524,0.142857143,-0.151285421
6152c8dec5e715fe8a9e89b4,14,2,2,14,2.098262796,1,0.928571429,0.325301205,0
6154852ab89835a5eb9c4e66,8,2,8,14,1.049131398,1.733839555,0.794642857,1,0.524565699
6154d702c164d49259d6cc20,13,1,3,15,2.172494328,1.780153589,0.930769231,1,0.265455076
61575baae7886f5555dbbb6b,12,2,4,14,1.678035616,1.422730749,0.886904762,0,0.21011359
615ad3c92746f5417001bfc4,13,1,3,15,2.172494328,1.780153589,0.930769231,-0.523809524,0.265455076
615ae3c2462dcbab1d3af8d3,0,0,16,16,0,1,NA,1,1.88950996
615e8cae688ae33fe6406d83,12,1,4,15,1.980606458,2.045800622,0.9125,1,0.361399011
615f22d7b074765f50e937da,8,2,8,14,1.049131398,1.733839555,0.794642857,0.142857143,0.524565699
615f388ccc257e70552d9b2e,15,1,1,15,2.70340448,1,0.966666667,1,0
615f3ab4e6ab2fd0451875db,8,4,8,12,0.628904218,1.218670192,0.708333333,1,0.314452109
615f480bea322c274ab65073,11,2,5,14,1.506983329,1.561308341,0.86525974,1,0.295639733
616175dbc12b4681198a540f,0,0,16,16,0,1,NA,NA,1.88950996
616323b9520ffc74cfc92c4e,0,0,16,16,0,1,NA,NA,1.88950996
616362561686865ed3927d00,13,0,3,16,2.710302049,4.255763232,0.953125,NA,0.534358936
6163b7cb7fff1e68acfddfab,12,0,4,16,2.518414178,4.89083814,0.9375,NA,0.630302871
6163c84b2ac5757cbed5c68a,10,6,6,10,0.598613821,1,0.7,NA,0
61645fccc9e03464d67350e7,15,4,1,12,1.980606458,0.488806186,0.9125,NA,-0.361399011
61651678b1e8cb5079ebe9d2,15,0,1,16,3.2412122,2.390671939,0.984375,NA,0.26890386
61687f084dd0608f43a02d0e,15,0,1,16,3.2412122,2.390671939,0.984375,NA,0.26890386
6169262c8dd60e7f3216c016,8,12,8,4,-0.628904218,1.218670192,0.291666667,NA,-0.314452109
616d50472a9af48a47847e01,9,0,7,16,2.03749707,5.895408648,0.890625,NA,0.870761425
617118971b29a7f27b2baec5,11,0,5,16,2.347361891,5.367218208,0.921875,NA,0.715829015
6171aa5fff416f8783493856,12,0,4,16,2.518414178,4.89083814,0.9375,NA,0.630302871
62a7383cd8923ffcc123f607,0,0,16,16,0,1,NA,NA,1.88950996
